,tweet,lemma
7032,poor lil gu and cries fou i cant be impartial having been that 14yr old girl metoo …,"['poor', 'lil', 'cry', 'fou', 'impartial', 'yr_old', 'girl']"
7033,then perhaps it never happened to yo can understand why she was silent metoo,"['perhaps', 'never', 'happen', 'understand', 'silent']"
7034,its also emotional damage & can b carried far n2 a girls life (hidden) wrecking havoc on her relationships metoo …,"['also', 'emotional', 'damage', 'carry', 'far', 'girl', 'life', 'hide', 'wreck', 'havoc', 'relationship']"
7035,its also emotional damage & can b carried far n2 a girls life wrecking havoc on her relationships metoo,"['also', 'emotional', 'damage', 'carry', 'far', 'girl', 'life', 'wreck', 'havoc', 'relationship']"
7036,time for another round of metoo id say.,"['time', 'round', 'would', 'say']"
7037,metoo i hate the fact that i had forgotten these two experiences until last night’s social media brought the memories back.,"['hate', 'fact', 'forget', 'experience', 'last', 'night', 'social_media', 'bring', 'memory', 'back']"
7038,my personal choice for a response to the metoo hashtag is,"['personal', 'choice', 'response', 'hashtag']"
7039,metoo …,[]
7040,metoo,[]
7041,can i give the biggest hug? domestic violence is not okay. i speak from experience. metoo,"['give', 'big', 'hug', 'domestic_violence', 'speak', 'experience']"
7042,thank you & for making speak up about my scars as a domestic violence victim. i am strong. metoo,"['thank', 'make', 'speak', 'scar', 'domestic_violence', 'victim', 'strong']"
7043,metoo,[]
7044,great to see the bravery & solidarity from pals sharing their testimonials of sexual assault & harassment through metoo we are survivors!,"['great', 'see', 'bravery', 'solidarity', 'pal', 'share', 'testimonial', 'sexual', 'assault', 'harassment', 'survivor']"
7045,metoo …,[]
7046,metoo time 4 all that were sexually assaulted harassed to speak up that includes women abused by,"['time', 'sexually', 'assault', 'harass', 'speak', 'include', 'woman', 'abuse']"
